"","nga_y","date_from","articles","calendar","degree_of_centralization","foreign_coins","formal_legal_code","full_time_bureaucrats","history","indigenous_coins","irrigation_systems","markets","mnemonic_devices","paper_currency","polity_territory","population_of_the_largest_settlement","postal_stations","practical_literature","precious_metals","professional_priesthood","professional_soldiers","religious_levels","roads","sacred_texts","script","settlement_hierarchy","specialized_government_buildings","tokens","written_records"
"1","Basin of Mexico",-1200,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,NA,1000,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,FALSE,FALSE,2,FALSE,NA,FALSE
"2","Basin of Mexico",-800,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,3000,FALSE,FALSE,FALSE,FALSE,FALSE,1,NA,FALSE,FALSE,2,NA,NA,FALSE
"3","Basin of Mexico",-400,TRUE,FALSE,2,FALSE,FALSE,NA,FALSE,FALSE,TRUE,NA,TRUE,FALSE,NA,20000,NA,FALSE,FALSE,TRUE,NA,2,NA,FALSE,FALSE,3,TRUE,NA,FALSE
"4","Basin of Mexico",-100,TRUE,FALSE,2,FALSE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,NA,40000,NA,FALSE,FALSE,TRUE,NA,2,NA,FALSE,FALSE,3,TRUE,NA,FALSE
"5","Basin of Mexico",-6000,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,FALSE,TRUE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,1,FALSE,NA,FALSE
"6","Basin of Mexico",-2000,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,NA,NA,TRUE,NA,NA,3000,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,2,FALSE,NA,FALSE
"7","Basin of Mexico",1427,NA,TRUE,NA,NA,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,28070,150000,NA,FALSE,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,5,TRUE,NA,FALSE
"8","Basin of Mexico",650,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,TRUE,TRUE,NA,NA,25000,NA,FALSE,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,3,TRUE,NA,FALSE
"9","Basin of Mexico",1200,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,TRUE,TRUE,NA,NA,20000,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,TRUE,3,TRUE,NA,FALSE
"10","Basin of Mexico",900,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,TRUE,TRUE,NA,20000,30000,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,TRUE,4,TRUE,NA,FALSE
"11","Basin of Mexico",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,1e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"12","Big Island Hawaii",1778,TRUE,FALSE,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,FALSE,15000,NA,NA,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE
"13","Big Island Hawaii",1000,NA,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,1700,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,1,FALSE,NA,FALSE
"14","Big Island Hawaii",1200,NA,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,FALSE,1500,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,1,FALSE,NA,FALSE
"15","Big Island Hawaii",1650,NA,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,FALSE,7000,NA,FALSE,FALSE,FALSE,TRUE,TRUE,2,TRUE,FALSE,FALSE,2,FALSE,NA,FALSE
"16","Cahokia",1050,TRUE,FALSE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,2000,10000,FALSE,FALSE,FALSE,TRUE,NA,3,TRUE,FALSE,FALSE,4,TRUE,NA,FALSE
"17","Cahokia",1200,TRUE,FALSE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,2000,10000,FALSE,FALSE,FALSE,TRUE,NA,3,TRUE,FALSE,FALSE,4,TRUE,NA,FALSE
"18","Cahokia",-600,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,30,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,FALSE,NA,FALSE
"19","Cahokia",900,TRUE,FALSE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,100,400,FALSE,FALSE,FALSE,TRUE,FALSE,3,TRUE,FALSE,FALSE,3,TRUE,TRUE,FALSE
"20","Cahokia",450,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,30,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,FALSE,NA,FALSE
"21","Cahokia",-150,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,30,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,FALSE,NA,FALSE
"22","Cahokia",600,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,30,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,FALSE,NA,FALSE
"23","Cahokia",300,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,30,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,1,FALSE,NA,FALSE
"24","Cahokia",1275,TRUE,FALSE,0,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,500,5000,FALSE,FALSE,FALSE,TRUE,NA,3,TRUE,FALSE,FALSE,3,FALSE,NA,FALSE
"25","Cahokia",750,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,100,400,FALSE,FALSE,NA,FALSE,FALSE,2,FALSE,FALSE,FALSE,2,FALSE,NA,FALSE
"26","Cahokia",1640,NA,NA,2,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,14000,2000,NA,NA,NA,NA,NA,1,FALSE,NA,NA,1,TRUE,NA,NA
"27","Cahokia",1400,NA,FALSE,2,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,6000,200,NA,FALSE,NA,FALSE,NA,1,FALSE,FALSE,FALSE,2,NA,NA,FALSE
"28","Cambodian Basin",1594,FALSE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,NA,155000,NA,TRUE,TRUE,TRUE,FALSE,6,FALSE,TRUE,TRUE,4,FALSE,TRUE,TRUE
"29","Cambodian Basin",1782,FALSE,TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,513120,50000,NA,TRUE,FALSE,TRUE,FALSE,6,TRUE,TRUE,TRUE,4,FALSE,TRUE,TRUE
"30","Cambodian Basin",225,TRUE,TRUE,3,TRUE,TRUE,NA,TRUE,FALSE,TRUE,FALSE,NA,FALSE,257034,2000,NA,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,3,TRUE,FALSE,TRUE
"31","Cambodian Basin",1080,TRUE,TRUE,4,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,939245,750000,TRUE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,TRUE,6,TRUE,FALSE,TRUE
"32","Cambodian Basin",802,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,916847,4e+05,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,TRUE,5,TRUE,FALSE,TRUE
"33","Cambodian Basin",1220,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1e+06,750000,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,TRUE,6,NA,FALSE,TRUE
"34","Cambodian Basin",1432,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,280000,NA,FALSE,TRUE,TRUE,TRUE,TRUE,6,TRUE,TRUE,TRUE,6,NA,FALSE,TRUE
"35","Cambodian Basin",640,TRUE,TRUE,3,NA,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,NA,FALSE,531000,60000,NA,TRUE,TRUE,TRUE,NA,4,TRUE,TRUE,TRUE,3,NA,FALSE,TRUE
"36","Cambodian Basin",540,TRUE,TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,264200,2000,NA,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,TRUE,3,NA,FALSE,TRUE
"37","Cambodian Basin",-1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"38","Cambodian Basin",-500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"39","Central Java",500,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1,NA,NA,TRUE,1,NA,NA,TRUE
"40","Central Java",1049,TRUE,NA,1,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,NA,50000,NA,NA,NA,NA,TRUE,TRUE,3,TRUE,NA,TRUE,3,NA,NA,TRUE
"41","Central Java",1291,TRUE,NA,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA,5e+05,1e+05,NA,NA,TRUE,TRUE,TRUE,3,TRUE,NA,TRUE,3,TRUE,NA,TRUE
"42","Central Java",1568,TRUE,NA,0,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,90000,NA,NA,TRUE,NA,TRUE,TRUE,1,TRUE,NA,TRUE,3,TRUE,NA,TRUE
"43","Central Java",732,TRUE,NA,1,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,FALSE,1e+05,1000,NA,NA,NA,TRUE,TRUE,1,TRUE,TRUE,TRUE,2,TRUE,NA,TRUE
"44","Central Java",-400,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,TRUE
"45","Chuuk Islands",1775,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,100,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE
"46","Chuuk Islands",1886,TRUE,TRUE,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,TRUE,127,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1,TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE
"47","Crete",-1450,TRUE,TRUE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,NA,FALSE,4000,10000,FALSE,FALSE,TRUE,TRUE,NA,3,TRUE,FALSE,TRUE,1,TRUE,TRUE,TRUE
"48","Crete",-1700,TRUE,NA,2,NA,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,NA,25000,FALSE,FALSE,TRUE,TRUE,NA,NA,TRUE,NA,TRUE,1,TRUE,TRUE,TRUE
"49","Crete",-1900,TRUE,NA,2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,NA,FALSE,NA,17100,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,1,TRUE,TRUE,TRUE
"50","Crete",-3000,TRUE,FALSE,2,FALSE,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,2600,FALSE,FALSE,TRUE,NA,NA,1,NA,FALSE,FALSE,1,TRUE,TRUE,FALSE
"51","Crete",-31,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,5800000,9e+05,TRUE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE
"52","Crete",-710,TRUE,TRUE,2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,167,4000,FALSE,FALSE,TRUE,TRUE,TRUE,5,TRUE,TRUE,TRUE,1,TRUE,TRUE,TRUE
"53","Crete",-500,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,210,4000,FALSE,TRUE,TRUE,TRUE,TRUE,5,TRUE,TRUE,TRUE,1,TRUE,TRUE,TRUE
"54","Crete",824,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,8336,12000,FALSE,TRUE,TRUE,TRUE,TRUE,4,TRUE,TRUE,TRUE,3,NA,TRUE,TRUE
"55","Crete",-1200,TRUE,FALSE,2,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,1000,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,1,NA,TRUE,FALSE
"56","Crete",-1000,TRUE,NA,2,TRUE,NA,NA,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,6000,FALSE,FALSE,TRUE,NA,NA,NA,TRUE,FALSE,TRUE,1,NA,TRUE,TRUE
"57","Crete",-323,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,210,24000,FALSE,TRUE,NA,TRUE,TRUE,5,TRUE,TRUE,TRUE,1,TRUE,TRUE,TRUE
"58","Crete",-1300,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,NA,FALSE,NA,1000,FALSE,FALSE,NA,TRUE,NA,NA,TRUE,FALSE,TRUE,4,TRUE,TRUE,TRUE
"59","Crete",632,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,520000,80000,TRUE,TRUE,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE,6,TRUE,FALSE,TRUE
"60","Crete",961,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,810000,3e+05,TRUE,TRUE,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE,6,TRUE,NA,TRUE
"61","Crete",1073,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,480000,1e+05,TRUE,TRUE,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE,6,TRUE,TRUE,TRUE
"62","Crete",395,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1400000,5e+05,TRUE,TRUE,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE,6,TRUE,TRUE,TRUE
"63","Crete",284,TRUE,TRUE,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,4e+06,8e+05,TRUE,TRUE,TRUE,TRUE,TRUE,5,TRUE,TRUE,TRUE,7,TRUE,TRUE,TRUE
"64","Crete",-7000,NA,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,35,FALSE,FALSE,NA,FALSE,FALSE,1,NA,FALSE,FALSE,1,FALSE,NA,FALSE
"65","Cuzco",1532,TRUE,TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,7100000,224000,TRUE,TRUE,TRUE,TRUE,TRUE,10,TRUE,TRUE,TRUE,7,TRUE,NA,TRUE
"66","Cuzco",1400,TRUE,FALSE,4,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,5e+05,20000,TRUE,FALSE,FALSE,TRUE,TRUE,4,TRUE,FALSE,FALSE,5,TRUE,TRUE,FALSE
"67","Cuzco",650,TRUE,FALSE,4,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,FALSE,20000,30000,NA,FALSE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,FALSE,5,NA,FALSE,FALSE
"68","Cuzco",200,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,600,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,3,FALSE,NA,FALSE
"69","Cuzco",500,NA,FALSE,2,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,FALSE,1000,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,3,NA,NA,FALSE
"70","Cuzco",1000,NA,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,500,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,4,NA,NA,FALSE
"71","Cuzco",1250,NA,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,2300,NA,NA,FALSE,NA,NA,TRUE,2,TRUE,FALSE,FALSE,4,TRUE,NA,FALSE
"72","Cuzco",1,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,3,NA,NA,FALSE
"73","Deccan",-2700,TRUE,FALSE,2,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,1,NA,FALSE,NA
"74","Deccan",541,TRUE,NA,4,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,750000,70000,NA,TRUE,NA,TRUE,TRUE,5,NA,TRUE,TRUE,4,TRUE,NA,TRUE
"75","Deccan",974,TRUE,NA,0,NA,TRUE,NA,TRUE,TRUE,TRUE,NA,NA,NA,6e+05,50000,NA,TRUE,NA,TRUE,NA,4,NA,TRUE,TRUE,3,NA,NA,TRUE
"76","Deccan",1192,TRUE,NA,4,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,1e+05,NA,NA,TRUE,NA,TRUE,TRUE,1,NA,TRUE,NA,3,NA,TRUE,NA
"77","Deccan",451,TRUE,TRUE,4,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,50000,NA,NA,TRUE,NA,TRUE,NA,1,NA,TRUE,TRUE,4,NA,NA,TRUE
"78","Deccan",1280,TRUE,NA,4,NA,TRUE,TRUE,NA,TRUE,TRUE,NA,NA,NA,10000,NA,NA,TRUE,NA,NA,TRUE,1,NA,NA,TRUE,3,TRUE,NA,TRUE
"79","Deccan",-300,TRUE,TRUE,4,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,FALSE,4e+06,50000,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,TRUE,4,TRUE,NA,TRUE
"80","Deccan",1687,TRUE,NA,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,3200000,4e+05,TRUE,NA,NA,NA,TRUE,1,TRUE,TRUE,TRUE,4,TRUE,TRUE,TRUE
"81","Deccan",757,TRUE,TRUE,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,6e+05,1e+05,NA,TRUE,TRUE,TRUE,TRUE,5,TRUE,TRUE,TRUE,3,NA,NA,TRUE
"82","Deccan",-100,TRUE,TRUE,4,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,NA,1400000,84000,NA,TRUE,NA,TRUE,TRUE,1,TRUE,TRUE,TRUE,4,TRUE,NA,TRUE
"83","Deccan",286,TRUE,TRUE,4,NA,TRUE,TRUE,NA,TRUE,NA,FALSE,NA,NA,9e+05,NA,NA,TRUE,NA,TRUE,TRUE,1,NA,TRUE,TRUE,5,TRUE,NA,TRUE
"84","Deccan",1337,TRUE,NA,1,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,NA,350000,150000,NA,TRUE,NA,TRUE,TRUE,0,TRUE,TRUE,TRUE,3,TRUE,NA,TRUE
"85","Deccan",-1200,NA,NA,2,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,5000,FALSE,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA
"86","Deccan",1780,NA,TRUE,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,30800000,9e+05,TRUE,TRUE,NA,TRUE,TRUE,NA,TRUE,TRUE,TRUE,6,TRUE,NA,TRUE
"87","Deccan",-205,NA,NA,2,NA,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,2,TRUE,NA,TRUE
"88","Finger Lakes",1566,TRUE,FALSE,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1e+05,600,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,2,FALSE,TRUE,FALSE
"89","Finger Lakes",1714,TRUE,FALSE,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1e+05,600,FALSE,FALSE,FALSE,FALSE,FALSE,2,FALSE,TRUE,TRUE,3,FALSE,TRUE,TRUE
"90","Finger Lakes",1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73218,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA
"91","Galilee",-300,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1e+06,160000,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,TRUE,6,TRUE,TRUE,TRUE
"92","Galilee",-2000,TRUE,FALSE,2,FALSE,TRUE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,400,45000,NA,FALSE,TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,6,TRUE,FALSE,TRUE
"93","Galilee",-721,TRUE,TRUE,4,FALSE,FALSE,TRUE,NA,FALSE,TRUE,NA,NA,FALSE,1400000,70000,TRUE,NA,TRUE,TRUE,TRUE,3,TRUE,NA,TRUE,6,TRUE,NA,TRUE
"94","Galilee",-538,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4800000,2e+05,TRUE,TRUE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,5,TRUE,NA,TRUE
"95","Galilee",-200,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,NA,3600000,50000,TRUE,NA,NA,TRUE,TRUE,4,TRUE,TRUE,TRUE,6,TRUE,NA,TRUE
"96","Galilee",-103,NA,TRUE,3,TRUE,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5000,10000,NA,TRUE,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,3,NA,NA,TRUE
"97","Galilee",-1030,NA,NA,3,FALSE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,NA,FALSE,8000,15000,NA,NA,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,7,TRUE,NA,TRUE
"98","Galilee",-1180,NA,TRUE,2,TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,NA,FALSE,8000,40000,NA,NA,TRUE,TRUE,TRUE,5,TRUE,NA,TRUE,5,NA,NA,TRUE
"99","Garo Hills",1775,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2000,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,2,FALSE,NA,FALSE
"100","Garo Hills",1868,TRUE,TRUE,0,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,8000,7000,TRUE,NA,FALSE,FALSE,FALSE,1,FALSE,TRUE,TRUE,3,NA,FALSE,TRUE
"101","Ghanaian Coast",1702,TRUE,TRUE,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,259000,22500,FALSE,FALSE,TRUE,TRUE,FALSE,4,TRUE,TRUE,TRUE,4,NA,TRUE,TRUE
"102","Ghanaian Coast",1501,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,FALSE,FALSE,3,FALSE,TRUE,FALSE
"103","Iceland",930,TRUE,TRUE,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,103000,200,FALSE,TRUE,TRUE,TRUE,TRUE,2,FALSE,TRUE,TRUE,3,FALSE,FALSE,TRUE
"104","Iceland",1262,TRUE,TRUE,0,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,103000,200,FALSE,TRUE,TRUE,TRUE,TRUE,4,FALSE,TRUE,TRUE,3,FALSE,FALSE,TRUE
"105","Kachi Plain",1207,TRUE,NA,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,2800000,2e+05,TRUE,TRUE,NA,TRUE,TRUE,5,TRUE,TRUE,TRUE,6,TRUE,TRUE,TRUE
"106","Kachi Plain",-1800,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,450,FALSE,FALSE,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE,1,FALSE,TRUE,FALSE
"107","Kachi Plain",1748,TRUE,TRUE,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,TRUE,489000,NA,FALSE,TRUE,NA,FALSE,TRUE,1,FALSE,TRUE,TRUE,3,TRUE,TRUE,TRUE
"108","Kachi Plain",496,TRUE,TRUE,1,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2750000,NA,NA,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,TRUE,2,TRUE,NA,TRUE
"109","Kachi Plain",30,TRUE,TRUE,3,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,FALSE,2e+06,150000,NA,TRUE,TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,4,TRUE,NA,TRUE
"110","Kachi Plain",-303,TRUE,TRUE,4,TRUE,TRUE,TRUE,NA,TRUE,TRUE,TRUE,NA,FALSE,4e+06,50000,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,TRUE,4,TRUE,NA,TRUE
"111","Kachi Plain",1526,TRUE,NA,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,3200000,4e+05,TRUE,NA,NA,NA,TRUE,1,TRUE,TRUE,TRUE,4,TRUE,TRUE,TRUE
