"","nga_y","date_from","articles","calendar","degree_of_centralization","foreign_coins","formal_legal_code","full_time_bureaucrats","history","indigenous_coins","irrigation_systems","markets","mnemonic_devices","paper_currency","polity_territory","population_of_the_largest_settlement","postal_stations","practical_literature","precious_metals","professional_priesthood","professional_soldiers","religious_levels","roads","sacred_texts","script","settlement_hierarchy","specialized_government_buildings","tokens","written_records"
"411","Valley of Oaxaca",900,FALSE,TRUE,2,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,4236,FALSE,FALSE,FALSE,TRUE,TRUE,3,FALSE,FALSE,TRUE,2,NA,FALSE,TRUE
"412","Valley of Oaxaca",-1150,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,791,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE
"413","Valley of Oaxaca",1516,TRUE,TRUE,3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,7100000,224000,TRUE,TRUE,TRUE,TRUE,TRUE,10,TRUE,TRUE,TRUE,7,TRUE,NA,TRUE
"414","Valley of Oaxaca",-500,NA,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1300,5280,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,2,FALSE,NA,TRUE
"415","Valley of Oaxaca",-300,NA,TRUE,4,FALSE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,5000,17200,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,FALSE,TRUE,4,FALSE,NA,TRUE
"416","Valley of Oaxaca",-100,NA,TRUE,4,FALSE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,20000,14500,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,TRUE,4,TRUE,NA,TRUE
"417","Valley of Oaxaca",200,NA,TRUE,4,FALSE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3000,15000,FALSE,FALSE,FALSE,TRUE,NA,NA,FALSE,FALSE,TRUE,4,TRUE,NA,TRUE
"418","Valley of Oaxaca",500,NA,TRUE,2,FALSE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,15000,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,TRUE,3,TRUE,NA,TRUE
"419","Valley of Oaxaca",-700,NA,TRUE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,1000,FALSE,FALSE,FALSE,NA,FALSE,1,FALSE,FALSE,TRUE,3,FALSE,NA,TRUE
"420","Valley of Oaxaca",-1400,NA,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,71,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,1,FALSE,NA,FALSE
"421","Yemeni Coastal Plain",1454,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,4,TRUE,NA,TRUE
"422","Yemeni Coastal Plain",1538,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4920000,7e+05,TRUE,TRUE,NA,TRUE,TRUE,4,TRUE,TRUE,TRUE,6,TRUE,NA,TRUE
"423","Yemeni Coastal Plain",1637,NA,TRUE,0,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,3,NA,TRUE,TRUE,3,TRUE,NA,TRUE
"424","Yemeni Coastal Plain",-450,NA,TRUE,2,NA,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,30000,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,TRUE,3,NA,NA,TRUE
"425","Yemeni Coastal Plain",-800,NA,TRUE,2,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,30000,NA,FALSE,NA,NA,NA,NA,NA,FALSE,TRUE,3,NA,NA,TRUE
"426","Yemeni Coastal Plain",-110,NA,TRUE,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,TRUE,2,NA,NA,TRUE
"427","Yemeni Coastal Plain",-1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"428","Yemeni Coastal Plain",-3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
